x,y,z,mass,vx,vy,vz,radius
-1.0,0.0,0.0,1.0,0.347111,0.532728,0.0,0.1
1.0,0.0,0.0,1.0,0.347111,0.532728,0.0,0.1
0.0,0.0,0.0,1.0,-0.694222,-1.065456,0.0,0.1
